دریده,به بیان دیگر، ایشان در روبرو شدن با خبرنگار زبده ای که روانشناسی اهل قدرت را خوب می دانسته است و دقیقا می دانسته که چه سوالاتی را چگونه و در چه فضایی انجام دهد تا پرده دروغ دریده شده و چهره واقعی مصاحبه شونده پدیدار شود، گارد خود را پایین آورده و حرف دل را زده است و مردم از طریق این مصاحبه، رضا پهلوی واقعی را دیده اند
جاافتاده,به عنوان نمونه شخصیت‌هایی مانند آیت‌الله حاج افتخاری (ره)، آیت‌الله شیخ علی‌پناه اشتهاردی(ره)،  ‌آیت‌الله دیباجی (ره)، آیت‌الله سید جعفر کریمی (که بسیار مسلط بودند)،  آیت‌الله طاهرشمس گلپایگانی ، آیت‌الله مُهری (که از کویت می‌آمدند)،  آیت‌الله نیّری و  آیت‌الله ثابتی همدانی(ره)، آیت‌الله خرازی، آیت الله محفوظی، آیت الله قرهی و … اشاره کرد؛  شخصیت‌های جاافتاده و طراز اولی که گاهی یک ماه تا ۴۰ روز در آن‌جا می‌نشستند و سختی‌های آن‌جا را هم تحمل می‌کردند؛ سختی‌هایی مثل ناسازگاری آب و هوا و غذا که مخصوصاً برای افراد مسن بسیار نمود دارد
خواباندن,"supports HTML5 video روشی برای خواباندن نوزاد دوشنبه ۲۳ مرداد ۱۳۹۶ - ۱۰:۱۱:۳۱ رنگین کمان - تماشا روش , محیط , آرامش , راهکار , نوزاد , مادر , نا آرامی , خواب نوزاد ارتباط چشمی طولانی برقرار نکنیدنوزاد را سیر کنیدتخت کودک را خلوت کنیدنوزاد را حمام کنیدفضا را خوشبو کنیددر صورت زیاد ترش کردن به پزشک مراجعه کنیدکودک را نوازش کنیدزمان مناسب را انتخاب کنیدلباس خواب مناسب تن نوزاد کنیددمای محیط را اندازه نگه داریداتاق را تاریک کنیدنوزاد را ماساژ دهیدنوزادتان را به خواب نیمروزی دعوت کنیداز پوشک مخصوص شب استفاده کنیدبه نوزاد پستانک بدهیدبهترین راهکار را خودتان بیابیدیک برنامه خواب منظم داشته باشیدحالت های نوزاد را بشناسیدصدای متناوب ایجاد کنیدلالایی بخوانید"
انباشتن,کتابخانه در جریان انباشتن دانش جهانی، بسیاری از نمونه‌های نادر و گرانبهای تلاش‌های فکری انسانی را نیز به‌دست آورد
ضربی,تصنیف زلف دوتا (بر روی شعری از حافظ)، رنگ افشاری، سازوآواز باز آ (بر روی شعری از سعدی)، تصنیف ثنا (بر روی شعری از مولانا)، ضربی سپیدار، سازوآواز دل دیوانه، تصنیف ساغر صبح، شعری بخوان و خورشید پرستان (بر روی شعری از سایه) قطعات اجرایی در کنسرت اصفهان با آهنگسازی آزاد میرزا پور و بهمن فریادرس است که در بخش‌هایی از اجرا اعضای گروه به تک‌نوازی و هم‌نوازی می‌پردازند
جداکردن,» متاسفانه برخی برنامه‌های رسانه ملی، آنچنان همه خط قرمز‌های ارزشی و باورهای دینی و انسانی ایرانی (که قرار بوده رسانه ملی مروج آنها باشد) را زیر پا له می‌کنند که حتی لیبرال‌ترین افراد و بی‌در و پیکرترین رسانه‌های غربی را هم به حیرت و شگفتی وا می‌دارد که چطور چنین ساختار‌شکنی عجیب و غریبی در تلویزیون جمهوری اسلامی ممکن است! آیا برای پرکردن اوقات فراغت مردم و یا به همان دلیل ساده‌اندیشانه برخی مدیران این رسانه یعنی جداکردن مخاطبان ایرانی از کانال‌های ماهواره‌ای، می‌توان به هر لاطائلات و مزخرفات و نابود کردن ساختارهای اعتقادی و ارزشی جامعه متشبث شد؟ پس در این صورت، فرق رسانه ملی نظام جمهوری اسلامی (که بنا به فرمایش بنیانگذار فقید آن و همچنین توصیه‌های مقام معظم رهبری، بایستی دانشگاه باشد) با همان کانال‌های بی‌بند و بار ماهواره‌ای چیست؟! اگر در آیات قرآن مجید یکی از ویژگی‌های پیامبران الهی، حمایت طبقات فرودست و بردگان از آنان توصیف شده، اگر یکی از نقاط قابل تامل تاریخ صدر اسلام، حضور سیاهپوستی به نام بلال حبشی به عنوان یکی از یاران فرهیخته پیامبر خدا و اولین موذن اسلام است، اگر همه عدالت طلبی اسلام ورای نژاد و رنگ پوست و جنس و امثال آن، برپایه اصل مهم تقوی است، اگر احادیث و روایات ائمه اطهار(علیهم‌السلام) و سیره و سبک زندگی آنان، حکایت از نشست و برخاستشان با فقیران و بردگان سیاه دارد، اگر عنایت ویژه امام خمینی (رحمه الله علیه) به خصوص در پیام‌های جهانی ایشان، به پابرهنگان و محرومان و زجرکشیدگان بود و اگر یکی از افتخارات انقلاب و نظام اسلامی، حمایت مستضعفین جهان به خصوص در قاره سیاه محسوب شده، پس چگونه در رسانه‌ای که باید مروج و مبلغ این افکار و اعتقادات و باورها باشد، ناظری وجود ندارد که در مقابل ضدیت با این ارزش‌ها، به وظیفه و تکلیفش عمل کرده و به بهانه واهی خنداندن مردم (که آنهم به دلیل شوخی‌های لوس و حرکات زننده شرکت کنندگان در رقابت یادشده، نتیجه عکس داشت!) به برنامه‌هایی که اساسی‌ترین اصول اسلام را نادیده گرفته اند، مجوز پخش ندهد؟!
ضربی,بخش دوم این کنسرت با ضربی برگ و باد آغاز شد و مخاطبان شاهد اجرای سازوآواز بانوای ساز نی، عود و کمانچه بودند و تصانیف فسانه، وای بر دل من، بی کاروان کولی و ای ایران از ساخته‌های کیوان ساکت با صدای وحید تاج به اجرا درآمد و در بخش دیگری از این اجرا، چهارمضراب شوشتری، ضربی سه‌گاه، تک‌نوازی دف شنیدنی شد
ضربی,بخش دوم این کنسرت با ضربی برگ و باد آغاز شد و مخاطبان شاهد اجرای سازوآواز بانوای ساز نی، عود و کمانچه بودند و تصانیف فسانه، وای بر دل من، بی کاروان کولی و ای ایران از ساخته‌های کیوان ساکت با صدای وحید تاج به اجرا درآمد و در بخش دیگری از این اجرا، چهارمضراب شوشتری، ضربی سه‌گاه، تک‌نوازی دف شنیدنی شد
بلندشدن,نیسان سال قبل صندلی های اداری خاصی را طراحی کرده بود که می توانستند بعد از بلندشدن افراد خود را مرتب کنند و با نظم و ترتیب پشت میز قرار بگیرند
کوفتن,«گری سیک» که در زمان پیروزی انقلاب ایران در سال ۱۹۷۹ دستیار عالی‌کاخ سفید در امور ایران بود دراین‌باره می‌گوید: «عقل سلیم حکم می‌کند که اگر آمریکا واقعا شروع به در‌هم کوفتن ایران کند و آن را در موضع دفاعی قرار دهد و همیشه آن را زیر فشار تهدید نگاه دارد و حاضر شود از بعضی از منافع چشم‌پوشی کند، همه این رویکردها تماما به ضرر روحانی تمام می‌شود»
گماشتن,کد خبر: ۶۲۶۹۵۲   تاریخ انتشار: ۱۳۹۶/۰۵/۲۴ گزارش/ را به وجود آورده که دولت با گماشتن سرپرست در
صادرکردن,بی شک خرید نفتکش و دلایل صادرکردن نفت با نفتکشهای خارجی دلایلی دارد که مسوولان باید پاسخ شفافی به آنها بدهند
هییت,عضو هییت علمی دانشگاه علوم پزشکی ایران در ادامه افزود: اولین مصاحبه پزشک با زوج نازا به منظور تعیین سیر ارزیابی و درمان های بعدی و به طور خلاصه شناسایی عوامل مخل باروری، اهمیت بسیاری دارد
هییت,عضو هییت علمی دانشگاه علوم پزشکی ایران در پايان برنامه راديويي مجله پزشكي خاطرنشان كرد: توجه به این نکته هم ضروری است که در مواردی که علت آشکاری برای نازایی وجود ندارد، یعنی زمانی که آنالیز اسپرم طبیعی است و شواهدی مبنی بر تخمک گذاری وجود داشته و همچنین لوله های فالوپ باز است، درمان های تجربی شروع خواهد شد و در صورت عدم باروری ممکن است نیاز به  IUI و یا IVF(تکنولوژی های کمک باروری) باشد
ضربی,برخی می‌گویند تئاتر از رقص و حرکات ضربی و ژیمناستیک و یا تقلید حرکات و صدای حیوانات آغاز شده است
سنجیدن,در ورزش‌هایی چون قایقرانی که شرایط سنجیدن عملکرد قلبی ورزشکاران در شرایط تمرینی وجود ندارد، مربیان می‌توانند برای بررسی اینکه آیا تمرینات آنها قلب ورزشکاران‌شان را تهدید می‌کند با گرفتن نمونه از این فاکتور استفاده کنند و به این ترتیب مانع از ابتلا آنها به بیماری‌های قلبی شوند
بلندشدن,ما نبايد بعد از بلندشدن از جايي که اطراق کرده‌ايم از خودمان زباله باقي بگذاريم و نبايد در هرجايي آتش درست کنيم و به طبيعت آسيب برسانيم
خواباندن,ابعاد و فضای بار ‌ جوک اسپرت به دلیل بهره‌گیری از تکنولوژی AWD فضای کمتری نسبت به مدل‌های اسکای‌پک و پلاتینیوم ارائه می‌کند به گونه‌ای که 207 لیتر فضای استاندارد بار دارد و با خواباندن صندلی‌های عقب این فضا به 786لیتر افزایش پیدا می‌کند
ترسیدن,"supports HTML5 video ترسیدن نوزادان از اسباب بازی سه شنبه ۲۴ مرداد ۱۳۹۶ - ۱۴:۰۵:۴۵ رنگین کمان - تماشا نوزاد , اسباب بازی , بازی کردن , احتیاط , والدین , مراقبت , ترسیدن کودکانی که تمایل به بازی کردن با برخی اسباب بازی ها را ندارند و از آنان می ترسند نیاز به کمک والدین و توجه آنان در این زمینه دارند!با وجود پیشرفت شگرف در صنعت اسباب بازی اما هنوز کودکانی هستند که از بازی کردن با آنها می‌ترسند"
علفی,وی در خصوص وضعیت جنگل‌های زاگرسی گفت: در مناطقی که گیاهان علفی رشد می‌کنند خطرات آتش‌سوزی بالا می‌رود و درختی که آلوده به آفات باشد امکان آتش‌سوزی را افزایش می‌دهد
خواباندن,اما آیا این مسئله، برچسب زدن برای خواباندن نهضت های حقوق بشری و دموکراسی خواه در کشور های اسلامی را توجیه می کند؟ گفتنی است در پس به حاشیه راندن حرکت های اعتراضی در عربستان توسط بی بی سی می تواند دلیل دیگری هم وجود داشته باشد و آن اینکه تلویزیون عربی بی بی سی در سال ۱۹۹۴ با سرمایه گذاری عربستان تاسیس شد
دراوردن,کاربر نیز می تواند این فناوری را به فهرست دیجیتالی کارهای روزانه خود که در تلفن همراهش ذخیره کرده متصل کند سپس این فناوری هوشمند هر وظیفه را به درستی شناسایی کرده و زمانی که کاربر به مکانی می رسد که باید کارهای روزمره خود را انجام دهد با به لرزش دراوردن دو پا برای دو بار به او یادآوری می کند که کدام کار را باید انجام دهد و برای کار بعدی آماده شود
واداشتن,ما از دولتهای اسلامی و عربی انتظار داریم از همبستگی مردمی ایجاد شده با مسجد الاقصی برای اتخاذ مواضعی همسو با خواسته‌های ملت فلسطین و ملت‌های اسلامی و عربی مبنی بر واداشتن رژیم غاصب صهیونیستی به توقف تجاوزات علیه این مسجد استفاده کنند
واداشتن,ما امروز مقابل فرصتی تاریخی برای واداشتن رژیم اشغالگر صهیونیستی به توقف تجاوزاتش علیه مسجد الاقصی و مداخله نکردن در امور آن از طریق تکامل تلاشها و اعمال فشارهای رسمی و مردمی بر این رژیم قرار داریم
افسونگر,"افسونگر فیلم سینمایی ""افسونگر"" به کارگردانی حسین تبریزی که از ۲۷ بهمن ماه در سینماهای کشور به نمایش درآمده، تا به امروز ۲۰۶ میلیون تومان در سینماهای تهران و شهرستان فروش کرده است"
افسونگر,"محسن مسافرچی مدیرعامل ""راه عرفان"" فروش ""افسونگر"" در روزهای پایانی هفته گذشته را ۸ میلیون و ۵۰۰ هزار تومان اعلام می کند"
سیه,۱ میلیارد دلاری) به چهارمین بانک بزرگ ایتالیا،مونته دی پاسچی دی سیه‌نا را تایید کرد
سیه,1 میلیارد دلاری) به چهارمین بانک بزرگ ایتالیا، مونته دی پاسچی دی سیه‌نا را تایید کرد
جداکردن,""" "" جداکردن فرم از محتوا، یعنی قایل‌شدن اصالت ذاتی (جهان‌شمول‌بودن) برای محتوای مدرنیته و عَرَضی‌دانستن فرم مترتب بر آن، نه تنها تمام نقدهای استعماری و پسااستعماری وارد بر مدرنیته و فرآیندهای مدرنیزاسیون را نادیده می‌گیرد، بلکه همچنین با نادیده‌گرفتن سرکوب آزادی‌های لیبرالی حداقلی در ایران سعی در یافتن راهی برای سازشکاری با اقتدار موجود دارد"" با نگاهی به عمده تحلیلهای ارائه شده از سوی بی بی سی درباره جنبش سبز ،به وضوح مشخص میشود که این شبکه دغدغه توانایی جنبش سبز در ایجاد تظاهرات بررسی میکند و به ریشه یابی علل کاهش حضور خیابانی جنبش سبز میپردازد"
سنجیدن,گفته شده که Visa در حال حاضر مشغول سنجیدن میزان علاقمندی کاربران و میزان تقاضا برای این فناوری است و پس از تکمیل این مرحله، قصد دارد یک سرمایه گذار مناسب را برای تولید انبوه این عینک ها انتخاب کند
دوشیزه,به امام صادق(علیه السلام) عرض شد، مردی به زنش گفت تو هنگام ازدواج با من دوشیزه نبودی، حضرت فرمودند: باید آن مردی به دلیل تهمتی که به زن خود زده، کتک بخورد، سوال شد: ولی مرد سخن خود را دوباره تکرار کرد
پزو,به ياد بسيجي شهيد «حسينعلي ماستي» ما در هر حال پيروزيم شهيد «حسينعلي ماستي» سال 1345 در محله پزو، خوراسگان متولد شد
اهنگ,کد اهنگ پیشواز های مخصوص ماه محرم برای همراه اولی ها نام صاحب اثر : سعید حدادیان نام اثر : یا ثارالله نام صاحب اثر : سعید حدادیان نام اثر : حی الی العزا آوای انتظار همراه اول نام صاحب اثر : سعید حدادیان نام اثر : من بیقرارم نام صاحب اثر : سعید حدادیان نام اثر : عطر علمها نام صاحب اثر : سعید حدادیان نام اثر : عزیز جان بابا آوای انتظار همراه اول نام صاحب اثر : سعید حدادیان نام اثر : رقیه جان نام صاحب اثر : سعید حدادیان نام اثر : سه ساله نام صاحب اثر : سعید حدادیان نام اثر : گریه بر حسین اجردارد آوای انتظار همراه اول نام صاحب اثر : سعید حدادیان نام اثر : طفلی که نداشت آشیانه آوای انتظار همراه اول نام صاحب اثر : سعید حدادیان نام اثر : در خاک خرابه آرمیده آوای انتظار همراه اول نام صاحب اثر : سعید حدادیان نام اثر : رعنا جوان ها آوای انتظار همراه اول کد آوای انتظار : باز آمدی ای ماه خون نام صاحب اثر : سعید حدادیان نام اثر : 80023
بیمزه,مایعی شفاف بیمزه و بوی  یکی از چهار عنصر قدماست آخرین اخبار
ارام,(ارامش اعصاب) اگر مدام عصبی هستید و به قرص های ارام بخش پناه میبرید بهتر است کرفس را بیش تر در برنامه غذاییتان بگنجانید
جداشدن,وزير راه و شهرسازي: عباس آخوندي؛ هرچند از مدتي پيش كه بحث جداشدن وزارت  راه و مسكن از هم به گوش مي‌رسيد، حرف و حديث‌ها هم حكايت از رفتن آخوندي  به سازمان برنامه و بودجه يا وزارت مستقل راه داشت، اما حالا گويا او هم در  ساختمان خيابان آفريقا ماندني شده است
خواباندن,خواباندن بيش از حد صندلي ماشين و انحناي تكيه گاه آن به سمت جلو موجب ازبين رفتن تعادل ستون فقرات وآسيب  به مهره هاي گردن مي شود
کشدار,این راه حل چهار ماده ای برای آن است که واقع بین باشیم و به جای در جا زدن در بحث هایی که باعث کشدار شدن مناقشه و طولانی شدن کشتارها و بی خانمان شدن مردم شده است، پیشرفت کنیم
جداشدن,به گزارش ايسنا،‌ حمیدرضا حاجی‌بابایی رئيس فراكسيون نمايندگان ولايي مجلس، با اشاره به جداشدن دو فراکسیون نمایندگان ولایی و مستقلین از یکدیگر این اقدام را در راستای تقویت، شفاف‌سازی و واقع گرایی دانست و اظهار داشت: واقعیات موجود مجلس چهره یک سال گذشته آن نبود
امدن,نرخ سود و پایین امدن بسیار زیاد سطح تورم از
اوردن,آنچه که غیر قابل کتمان هست روی اوردن مردم به سایر گزینه ها به سبب عدم براورده شدن انتطارات آنهاست که به نوعی شاهد بد عهدی و بدقولی انتخاب های قبلی خود میباشند
شتری,به تخریب کشور ها با بهانه عدم رعایت حقوق بشر ، دستاوردهای هسته ای و غیره به دنبال جنگ افروزی و فروش تسهیلات نظامی خویش است، اما تا به حال مشاهده و حتی بیان نشده است که امریکا فرمول ساخت یک تجهیز نظامی و یا بازدید ازکارخانه ساخت اسلحه را به کسی داده باشد ؟؟ کینه شتری امریکا از ایران این استاد دانشگاه در ادامه در خصوص کینه شتری امریکا گفت: حالا چنین کشوری چطور می تواند به تعهدات خودش در برجام عمل نماید در حالی که کینه شتری بین مسئولان امریکایی از ایران  به حدی جدی است که اگر توان و دفاع نظامی ایران و پیشرفت وی در عرصه نظامی نبود، بی شک ایران هم به کشوری چون مصر، عراق، سوریه و افغانستان تبدیل می شد، لذا این نوع تفکر امریکایی پوچ و غلط است، ایران اسلامی نیز بعد از ۳۸ سال انقلاب اسلامی توانسته رشد به سزایی درعرصه دفاعی داشته است و خود مختارعمل کرده است
جاافتاده,این رویه برای آن ها نسبتا جاافتاده است
امدن,فرمان ترامپ به نماینده تجاری آمریکا این امکان را می‌دهد تا بازرسی‌های بیشتری در زمینه روابط تجاری چین انجام دهد در صورتی که بازرسی‌های انجام شده به بدست امدن مدارکی علیه چین منجر شود رئیس‌جمهور آمریکا می‌تواند به صورت یکجانبه تحریم و تعرفه‌های گمرکی علیه چین اعمال کند
شتری,متن قرآن کریم به خورشید و گسترش نور آن سوگند، ﴿1﴾ و به ماه هنگامی که بعد از آن درآید، ﴿2﴾ و به روز هنگامی که صفحه زمین را روشن سازد، ﴿3﴾ و به شب آن هنگام که زمین را بپوشاند، ﴿4﴾ و قسم به آسمان و کسی که آسمان را بنا کرده، ﴿5﴾ و به زمین و کسی که آن را گسترانیده، ﴿6﴾ و قسم به جان آدمی و آن کس که آن را (آفریده و) منظّم ساخته، ﴿7﴾ سپس فجور و تقوا (شرّ و خیرش) را به او الهام کرده است، ﴿8﴾ که هر کس نفس خود را پاک و تزکیه کرده، رستگار شده؛ ﴿9﴾ ﴿10﴾   و آن کس که نفس خویش را با معصیت و گناه آلوده ساخته، نومید و محروم گشته است! ﴿10﴾ قوم «ثمود» بر اثر طغیان، (پیامبرشان را) تکذیب کردند، ﴿11﴾ آنگاه که شقی‌ترین آنها بپاخاست، ﴿12﴾ فَقَالَ لَهُمْ رَسُولُ اللَّهِ نَاقَةَ اللَّهِ وَسُقْيَاهَا ﴿13﴾   و فرستاده الهی [= صالح‌] به آنان گفت: «ناقه خدا [= همان شتری که معجزه الهی بود] را با آبشخورش واگذارید (و مزاحم آن نشوید)!» ﴿13﴾ فَكَذَّبُوهُ فَعَقَرُوهَا فَدَمْدَمَ عَلَيْهِمْ رَبُّهُمْ بِذَنْبِهِمْ فَسَوَّاهَا ﴿14﴾   ولی آنها او را تکذیب و ناقه را پی کردند (و به هلاکت رساندند)؛ از این رو پروردگارشان آنها (و سرزمینشان) را بخاطر گناهانشان در هم کوبید و با خاک یکسان و صاف کرد! ﴿14﴾ و او هرگز از فرجام این کار [= مجازات ستمگران‌] بیم ندارد! ﴿15﴾ صفحه اول | تمام مطالب | RSS | ارتباط با ما 1390© تمامی حقوق این سایت متعلق به سایت واضح می باشد
نگاشتن,جعفریان که قبلا با کتاب‌های «او نگاهش را به ارث گذاشت» و «همه سیزده سالگی ام» شناخته شده است، در مورد کتاب «روزهای بی آیینه» و چگونگی نگاشتن این کتاب به خبرنگار پایگاه خبری حوزه هنری گفت: سابقه قلم زنی من در حوزه ادبیات پایداری به حدود 15 سال می‌رسد
نگاشتن,وی در ادامه با تشریح چگونگی آغاز نگاشتن کتاب «روزهای بی آیینه» گفت: علاقه زیادی به پرداخت مستقیم به جنگ ندارم
نگاشتن,همچنین معرفی افراد به من، برای گفت‌وگو و جمع‌آوری یادداشت برای نگاشتن رمان را به سادگی نمی‌پذیرم
نگاشتن,در نتیجه تصمیم بر پی‌گیری این سوژه و نگاشتن رمان زندگی ایشان از نگاه همسرشان شدم
نگاشتن,وی با تاکید بر عدم وجود زیرساخت‌های لازم برای افزایش میزان مطالعه عموم مردم گفت: سال‌های ابتدایی تجربه نویسندگی‌ام تصور می‌کردم که تنها رسالت من به عنوان یک فرهنگی با نگاشتن انجام می‌شود
امدن,فرمان ترامپ به نماینده تجاری آمریکا این امکان را می‌دهد تا بازرسی‌های بیشتری در زمینه روابط تجاری چین انجام دهد در صورتی که بازرسی‌های انجام شده به بدست امدن مدارکی علیه چین منجر شود رئیس‌جمهور آمریکا می‌تواند به صورت یکجانبه تحریم و تعرفه‌های گمرکی علیه چین اعمال کند
بالاکشیدن,وی  افزود: شدت شعله‌های آتش با سرایت به بنگاه اتومبیل مجاور باعث آتش‌‌گرفتن  خودروی پژو ۴۰۵ در این نمایشگاه شد و با بالاکشیدن شعله به واحدهای مسکونی  مجاور  خساراتی مالی نیز برجای گذاشت
طفیلی,تاریخ انتشار : شنبه ۲۶ اسفند ۱۳۹۱ ساعت ۱۲:۰۸ با سلام از آنجاییکه قبلأ نیز در این مجموعه مواردی را به عرض رسانده ام ضروری دانستم تا در راستای زحمات بسیار فراوانی که سرمایه گذاران بخت برگشته در بخش عرضه فرآورده های سوختی بعنوان صاحبان مجاری عرضه ؛ تقبل نموده و همواره متاسفانه بعنوان افراد طفیلی به آنها نگریسته شده [مطالبی را بگویم ] امید دارم که واقعیات فراوانی که در قالب برخوردهای اداری با این افراد زحمتکش میشود تغییرات بیشتری، البته با نگرش مثبت، صورت پذیرد
امدن,به عبارتی در گیری فکری گروههای مختلف فکری وسیاسی ازیک سوو احساس بی حاصلی سیاسی مردم که موجب پایین امدن میزان مشارکتشان در تحولات وتصمیم گیریهای سیاسی گردیده از سویی دیگر،عامل دیگری است که استرسها و غشارهای روحی و روانی در جامعه افزایش می دهد
دوشیزه,"در حال حاضر صرفا طلاق‌های ""باین غیرمنقوله"" یا زمانی که فرد مطلقه دوشیزه باشد امکان حذف از شناسنامه را دارد"
دوشیزه,"در حال حاضر صرفا طلاق‌های ""باین غیرمنقوله"" یا زمانی که فرد مطلقه  دوشیزه باشد امکان حذف از شناسنامه را دارد"
ضربی,کتاب «شعر؟ یا موسیقی؟» (تننای شعر سپید) در ۹ فصل  با عناوینی چون درباره وزن شعر، آشفتگی ها در موسیقی متریک، درباره ریتم و وزن و ردیف، چگونگی مقوله ریتم در ضربی های ردیف، مبحث وزن در تصنیف ها، بداهه نوازی با نگاهی به مقوله ریتم، تلفیق شعر و موسقی و مبحث مناسب خوانی، نگاهی به موسیقی و کلام در کار آوازخوانان نامدار موسیقی ایران و تلفیق شعر و موسیقی در موسیقی دستگاهی ایران؛ تدوین شده و مباحثی را در رابطه با شعر و موسیقی در اختیار مخاطب قرار می دهد
بلندکردن,بلندکردن وزنه ها و تمرینات هوازی برای حفظ سلامت بدن ضروری هستند، اما خوردن غذاهای سالم به اندازه تمرینات باشگاهی اهمیت دارند
کشدار,مردی با گرمکنی در دست و کفش کتانی به پا ادعا می کند از پلیس امنیت است، زنی تنها با چادری که به سر می کند می شود مامور پلیس امنیت، مرد جوان با ادعای پلیس به ظاهر امنیت همسرش را، شریک زندگی اش و هم بسترش را به باد کتک می گیرد، مردی تنها با شنیدن صدای اپلیکیشن های چت متوجه می شود همکارش با زن دیگری چت می کند و شروع می کند به پند و اندرز دادن وی، عسل که در آرایشگاه همه کاره است با دستور فرمایشی فرید مجبور است تهران را ترک کند، اس ام اس هایی رد و بدل می شود و ماجرا کشدار می شود واین همه فقط و فقط برای طولانی تر شدن فیلم است
ضربی,این اثر از همنوازی ارکستر سازهای ایرانی تشکیل شده که با ریتمی آرام آغاز و پس از تثبیت فضا، به موسیقی ضربی پیوسته و پس از آن در انتهای اثر ریتم به اوج رسیده و قطعه به پایان می‌رسد
اوردن,گامهای برنامه ریزی هوشین 2-وضعیت جاری سازمان را مشخص کنید 3-مشخص که سازمان باید بر چه موضوعاتی تمرکز کند به سازمان نظم بدهیم 1- اهداف یالانه معیارها را برایرسیدن به اهداف را معلوم کنید 2-ابزار مورد نیاز را فراهم کنید 3-مشخص کنید سازمان بیشتر برای چه موضوعاتی تمرکز کند طرح را اجرا کنید نظارت کرده و بهبود دهید 1-مشکلات را شناسایی کرده و ه چه سریع تر بهبود دهید 2-آموزش را در سطح سازمان بهبود دهید 3-بر نتایج طرح و فرایند برنامه ریزی نظارت داشته باشید و آن را بهبود دهید 4-میزان پیشرفت را شناسایی کرده و جشن بگیرید هدف استفاده از هوشین کانری فراهم اوردن امکان رهایی از وضعیت سهمیه بهبود های اساسی در عملکرد از طریق تحلیل مشکلات موجود و نیز تجه به شرایط محیطی است
بلندشدن,آن زمان دیدگاه‌ این بود که اگر آدم یک بار شکست بخورد، دیگر امکان رشد و بلندشدن وجود ندارد
ارام,وی افزود: امنیت، معنویت و معیشت سه رکن اصلی دستیابی به جامعه ای ارام است و قران کریم نیز براین نکته تاکید دارد و یکی از وظایف اصلی حاکمان را توجه به معنویت می داند
گند,هیچگونه سودی نداره مطمئن باش سریع کنسلش میکنه، عاشق چشم و ابرو گیمرا که نیست اگه قرار بود باوجود ضرر بازم کنسول ساخته بشه این همه کنسول از رده خارج نمیشد، نمونش کنسول Pippin فقط یک سال و خرده ای دووم آورد بااینکه سازندش شرکت بزرگی مثل اپل بود 2 امتیاز 23 مرداد 96، 20:05 کلا از وقتی بازیهای ویندوز با ایکس باکس مشترک شد، گند زده شد توی ایکس باکس و هرچی که مربوط به مایکروسافت هست
شیلینگ,"گرانترین سکه های جهان يکشنبه ۲۳ آذر ۱۳۹۳ ساعت ۱۰:۵۵ کد مطلب: ۲۹۲۲۰ سکه دلار با موهای افشان  (Flowing Hair dollar) سکه دو عقاب (Double eagle) سکه دبل فلورین (پول انگلیس برابر با 2 شیلینگ) ادوارد سوم سکه دلار نقره 1804 سکه دلار نقره 1804 کلاس یک سکه نیکل 1913 (سر آزادی) سکه براشر دابلون با علامت EB بر روی سینه عقاب سکه سنت گوادنز با دو عقاب (Saint-Gaudens Double Eagle) سکه براشر دابلون با علامت EB بر روی بال   ۱۳۹۴-۰۳-۱۱ ۱۰:۱۵:۲۷ اگر توجه كرده باشيم اين جماعت غربي دائما"" براي خودشان نوشابه باز مي كنند و هميشه براي خودشان احترام قائلند وگرنه سكه هاي بيشماري از كشورهاي مختلف وجود دارند كه هم ارزش تاريخ و هم ارزش هنري و"
بیصدا,عروسکی سفید رنگ گوشه تخت افتاده و دختری  که نامش کیمیاست آرام و بیصدا  کنار عرسک خوابیده
درخشیدن,هرچند که درگذشت این بانوی ایرانی دارای نبوغ و دانش ضایعه‌ای بزرگ و فقدان وجود وی برای حوزه علم و دانش بشری خسران بزرگی است، اما جامعه بشری از جمله حوزه علم و دانش تمدن امروزی در مسیر گذر زمان و سیر تاریخی خود، دانشمندان و نوابغ بزرگ و زیادی را در حوزه‌های مختلف دانش بشری ایرانی اعم از زن و مرد به خود دیده است و این مسیر با طلوع و درخشیدن نخبگان و دانشمندان بخصوص جوانان ایرانی استمرار و تداوم خواهد یافت
بلندشدن,بی (شکستگی سریع و بلندشدن پوست) بعد از ظهر پنجشنبه در تهران افتتاح شد
بلندشدن,بی (شکستگی سریع و بلندشدن پوست) بعد از ظهر پنجشنبه در تهران افتتاح شد
اوردن,در اوردن
جداشدن,وی افزود: در زایمان سزارین، خونگیری می‌تواند داخل رحمی (قبل از جداشدن جفت از دیواره رحم) یا خارج رحمی باشد
گند,ناشناس ۱۵:۵۰ - ۱۳۹۶/۰۵/۱۶ واقعا خسته نشدیم از بس تو این مملکت هر روز باید یه گند تازه رو رونمایی کنیم
گند,هی یکی میاد ماست مالی میکنه و یکی هم در عین پررویی عذر خواهی میکنه بعد چند روز دیگه دوباره یک گند دیگه
دورکردن,۱۵ آبان ۱۳۹۵ ساعت ۰۰:۴۴ فضاهای مجازی می توانند نقش بسزایی در زندگی زوجین داشته باشند و موجب جدایی و ایجاد فاصله در آنان شوند این قبیل نرم افزارها جز مشغول کردن افراد به خود و دورکردن آن ها از جمع خانواده کار دیگری ندارند     ۱۰ آبان ۱۳۹۴ ساعت ۱۷:۴۸ باران اسیدی نتیجه آلودگی هواست
