word,sentence
پرکننده,"به گزارش ایسنا، شرکت توزیع‌کننده محلی ""کرین بوریج"" اعلام کرد که بخشی از دستگاه پرکننده بطری در کارخانه ولویک فرانسه آسیب دیده و در کانتینر آب افتاده است"
سیه,مونته دی پاسکی دی سیه نا، قدیمی ترین بانک جهان و سومین بانک بزرگ ایتالیا تنها تا 31 دسامبر فرصت داشت تا با پرداخت مبلغ قابل توجهی از ورشکستگی رهایی یابد
ارام,مروری بر روزنامه های ۱۹ مرداد: عبور آرام پاستور از وزیر زن/شبکه اجتماعی ملی توسط دولت راه اندازی می شود خبرگزاری شبستان: آمار بیکاری گمشده نتایج سرشماری،نقش سردار سلیمانی در سوریه و عراق،شبکه اجتماعی ملی توسط دولت راه اندازی می شود،عبور ارام پاستور از وزیر زن،نجفی: بعد از شهرداری بازنشسته می شوم نه رییس جمهور از عناوین روزنامه هاست
ارام,به گزارش خبرگزاری شبستان، مهمترین عناوین روزنامه های امروز ۱۹ مرداد به شرح زیر است: اطلاعات:امیر حاتمی: ظرفیت تولید قدرت بازدارندگی در وزارت دفاع افزایش یافته است ارمان: عبور ارام پاستور از وزیر زن اعتماد: نجفی: بعد از شهرداری بازنشسته می شوم نه رییس جمهور ایران:حضور پررنگ زنان در کابینه جام جم: مطالبات مردم روی میز شهردار جمهوری اسلامی: ارایه پیشنهاد افزایش ۳ سال در مدت بازپرداخت وام مسکن خراسان:رایزنی در بهارستان دفاع در پاستور رسالت: شبکه اجتماعی ملی توسط دولت راه اندازی می شود شرق:نقش سردار سلیمانی در سوریه و عراق کیهان: فشار امریکا برای حذف بزرگ ترین بازار پتروشیمی ایران همشهری: امار بیکاری گمشده نتایج سرشماری چاپ خبر
تمثیل,دکتر فرانکل در یک تمثیل زیبا روح انسان را به اتاقی تشبیه می کند و می گوید اگر شیر گاز را در یک اتاق باز کنیم همه فضای اتاق به یک اندازه تحت تأثیر گاز قرار می گیرد در واقع گاز همه اتاق را به یک اندازه پر می کند روح نیز این چنین است یک اتفاق همه فضای شخصیت انسان را در بر می گیرد که اگر بخواهیم می توانیم در یک لحظه با یک شوخی با خود و گفتن یک جمله خنده دار این فضا را پر از شادی کنیم و مولوی می گوید : گر تو خواهی آتش آب خوش شود ورنخواهی آب هم آتش شود یک جمله کوتاه نغز واقعاً می تواند روح انسان را پر از شادی کند و همین لحظه کوتاه فرصتی است تا دنیای پیرامون را به گونه ای دیگر ببینیم و همه روح و ذهن تحت تأثیر عوامل نامطلوب و مخرب قرار نگیرد
دریده,"فرمانده کمیته جستجوی مفقودین ستاد کل نیروهای مسلح ادامه داد: ظهر یکی  از روزهای پس از حادثه، پس از فراغت از نماز جماعت ظهر و عصر در محل ستاد  کل نیروهای مسلح، تازه وارد اتاق کار شده بودم که یکی از همکاران بدون  مقدمه گوشی تلفن را به دستم داد و گفت «سردار سدهی؛ دفتر نظامی آقا!»؛  طبیعی است که در بدو صحبت با گرمی و احترام با کسی که پشت گوشی بود صحبت  کردم و گفتم «در خدمتم»؛ طرف که به زیبایی و مهارت تمام صدای سردار سدهی را  تقلید کرده بود، گفت «برادر باقرزاده این مورد اخیر چندتا بود؟»؛ در جواب  گفتم «کدام مورد؟» طرف گفت «همین مورد اخیر دیگر»؛ با کنجکاوی بیشتری گفتم  «مورد زیاد است، منظورتان کدام مورد است؟»؛ در جواب گفت «مورد دهلران  دیگر!» بلافاصله گفتم «بله متوجه شدم؛ چطور مگر؟»؛ طرف پاسخ داد «می‌خواستم  ببینم تعدادی که آوردند معراج‌الشهداء چند تا هستند؛ چون می‌خواهیم خدمت  آقا گزارش بدهیم ولی آمار مرکز فرماندهی با آمار معاونت اطلاعات و عملیات  همخوانی ندارد!»؛ اینجا بود که طرف خودش رو لو داد و من حساس شدم و گفتم  «مشکلی نیست؛ ولی اینطوری که نمی‌شود بگویم»؛ هیجان‌زده گفت «چرا نمی‌شود؟  می‌خواهیم آمار صحیح را به عرض برسانیم»؛ با خونسردی گفتم «یک شرط دارد تا  بگویم»؛ درپاسخ گفت «چه شرطی؟»؛ گفتم «اول باید شما بگویید مرگ بر رجوی تا  من آمار را به شما بدهم""؛ گفتن این جمله همان و دریده شدن پرده نفاق همان؛  طرف ناگهان با رکیک‌ترین الفاظ مرا به باد دشنام گرفت و من هم تنها با بلند  کردن صدایم گفتم «خودتی خودتی، ای منافق بیچاره آواره»"
فراگرفتن,به عنوان يك مشاور خانواده كه هر روز با بسياري از زوج‌هاي جوان سر و كار دارم، معتقدم كه الزامي‌ترين اصل قبل از شروع زندگي مشترك فراگرفتن آموزش مهارت زندگي است و همان طور كه ما به سلامت جسم قبل از آغاز زندگي مشترك اهميت مي‌دهيم، بايد به سلامت روان هم توجه داشته باشيم
جادادن,یکی از اقدام‌های جدیدی که طراحان و تولیدکنندگان در این حوزه اخیرا انجام داده‌اند جادادن این سنسور در صفحه‌نمایش است به‌گونه‌ای با حذف دکمه کلیدی هوم طراحان بر این هستند که این سنسور را در خود صفحه‌نمایش تعبیه کنند و نیازی به دکمه نباشد
خواباندن,» «مجید» هم از راه می‌رسد:  «دوره‌گردی نیسان دردسر زیاد دارد، هر روز ٢٠٠، ٣٠٠‌هزار تومان جریمه، هر روز خواباندن خودرو، هر روز درگیری با مردم، فحش خوردن از آنها
ابادان,سه نوبت و نفت ابادان در رینگ بین الملل صورت
پزو,حالا بازگشت 5 درصدی پزو نمی‌تواند التیام‌بخش زخم‌هایی باشد که ممکن است به زودی درمان نشوند
گند,وی تصریح کرد: تا چه مدتی می توان مواد غذایی را نگهداری کرد، با اشعه  گاما و گند زدایی در غذایی می توان زمان نگهداری آن را افزایش داد
ایین,کد خبر: ۴۴۵۳۵   تاریخ انتشار: ۱۳۹۶/۰۱/۱۱ رئیس جمهوری در ایین افتتاح طرح های اقتصادی در سنندج: شود دکتر روحانی افزود سال گذشته ۱۰۰ هزار شغل در
فکرکردن,نوشتن به سبک دانشگاهی فرایند تحقیقی است که نحوه‌ فکرکردن را سامان می بخشد و به محقق فرصت می‌دهد تا نظریه‌های مختلف را ارزیابی کند و از دیدگاه‌های نادر باخبر باشد
اوردن,بجاش اوردن و اون بیچاره هم   دق مرگ شد
هییت,استقرار گشت شبانه در سواحل محمودآباد خرداد: رئیس هییت نجات غریق محمودآباد از استقرار گشت شبانه ناجیان غریق در ۱۳ کیلومتر از سواحل پرحادثه و دو نقطه حادثه‌خیز خبر داد
جداکردن,تحقق یک افسانه جداکردن ظریف از سیاست‌ ممکن نیست و نمی‌توان از او صحبت کرد اما به آنچه تاکنون انجام داده، اشاره نکرد
سیه,ای وای که سیه‌ روز خواهم بود
فتوکپی,از جمله معرفی دستگاه‌های فتوکپی چندکاره این شرکت که برای اولین بار در اندازه A3 طراحی شده‌اند
پزو,این بیشترین نوسان پزو در دو دهه گذشته بود و پول مکزیک را به کفی تاریخی برد
نگاشتن,اساسا فلسفه و ماهیت بررسی و نگاشتن هر قراردادی رفع همین ابهامات و  بالا بردن هزینه تخلفات قراردادی است
دوشیزه,او در سال 1371 با دوشیزه‌ای پارسا ازدواج کرد و صاحب 2 فرزند شد
خز,"کد خبر: ۶۷۸۰۹۶   تاریخ انتشار: ۱۳۹۵/۰۵/۲۸ ابتدایی از مسیرِ ""خز شدن"" سرویس استوری اینستاگرام هستیم برخی"
امدن,آمار 21 درصدی بیکاری به گفته مسئولان ارشد شهرستانی، ده ها پروژه نیمه تمام کوچک و بزرگ وضعیت اسف بار راه های مواصلاتی و روستای، کمبود فضای اموزشی، نبود کلنگ زنی یک پروژه دولتی (به جز چند مدرسه دولت ساز)، عدم نظارت بر ارگانهای تابعه و به وجود امدن بگو مگوهای مدیرتی طی سه سال و نیم گذشته، تنها جزئی از مشکلات سومین شهر پرجمعیت استان هستند که تراز منفی آنان نسبت به آخرین ماه های دولت دهم شاهد افزایس چشم گیری بوده است
درخشیدن,در ادامه، ایوب تابانی- رئیس اداره امور شعب استان یزد- ضمن عرض خیر مقدم به حاضرین در مراسم گفت: تلاش و خدمت صادقانه کلیه همکاران در کنار پشتیبانی و همراهی شما خانواده های محترم، عامل اصلی درخشیدن بانک مهر اقتصاد در بین برترین بانک های استان بوده است
سنجیدن,پارادایم برای مطالعات امنیتی در آمریکا، تحلیل مسائل امنیت ملی از یک پارادایم تبعیت می‌کند که شامل شناسایی و سنجیدن تهدیدات امنیت ملی است
دراوردن,يكي ديگر از راههاي كسب درآمد براي داعشي‌هايي كه در غرب عراق حضور دارند، صادرات گونه‌هاي كمياب و ناياب حيات وحش در اين بخش است ! گروهک تروریستی داعش از همه امكانات خود براي پول دراوردن استفاده مي‌كند و آنطور كه چندي پيش رسانه‌هاي اروپايي خبر داده بودند تعدادي از حشرات و گونه‌هاي حيات وحش ناياب و كمياب كه در زيستگاههاي تحت كنترل و حفاظت در عراق قرار داشتند،‌اين روزها رونق زيادي به بازار خريد و فروش حيوانات در تركيه و قبرس و ديگر كشورهاي منطقه داده‌اند
فتوکپی,دریافت جواب آزمایش، تکمیل شدن مدارک و ثبت رسمی ازدواج به یاد داشته باشید علاوه بر این مدارک به اصل شناسنامه عروس و داماد دو برگ فتوکپی از صفحه اول شناسنامه های عروس و داماد و اگر ازدواج دوم آنهاست به کپی صفحه دوم هم نیاز است
فتوکپی,حالا اگر عروس و داماد برای ازدواج اقدام کرده اند طلاق نامه رسمی زوجین یا گواهی فوت همسر قبلی یا اجازه دادگاه( برای مردها) دو قطعه عکس از عروس و دو قطعه از داماد، یک برگ فتوکپی پشت و رواز کارت ملی عروس و داماد، اصل شناسنامه پدر عروس، داشتن جواب آزمایشگاه و پرداخت هزینه ثبت ازدواج لازم است
فتوکپی,در صورتی که پدر عروس از دنیا رفته باشد فتوکپی گواهی فوت که از طرف سازمان ثبت احوال شهر محل سکونت وی صادر شده باشد باید روز ثبت ازدواج روی میز منشی دفترخانه باشد
دوشیزه,شهید مطهری در کتاب نظام حقوق زن در اسلام به این نکته پرداخته و نوشته است: فلسفه این که دوشیزگان لازم است یا حداقل خوب است بدون موافقت پدران با مردی ازدواج نکنند، ناشی از این نیست که دختر قاصر شناخته شده و از لحاظ رشد اجتماعی کمتر از مرد به حساب آمده است، اگر به این خاطر بود چه فرقی است میان بیوه و دوشیزه ای که بیوه ١٦ ساله نیاز به موافقت پدر ندارد اما دوشیزه ١٨ ساله نیاز به موافقت دارد؟ به علاوه اگر دختر از نظر اسلام در اداره کار خودش قاصر است، چرا اسلام به دختر بالغ و رشید استقلال اقتصادی داده و معاملات چندصدمیلیونی او را صحیح و بی نیاز از موافقت پدر یا برادر یا شوهر دانسته است
شتری,ملی‌گرایی شتری است که در خانه‌های همه کشوری‌های غربی خواهد خوابید
نگاشتن,دلیل نگاشتن آن نامه این بود که در محافل فرهنگی خبرهایی مبنی برعدم تمایل عباس صالحی به حضور در دولت دوازدهم مطرح شده بود و کسی نمی‌دانست که تا روز معرفی وزیران پیشنهادی ورق برمی‌گردد و معاون فرهنگی به‌عنوان وزیرپیشنهادی به مجلس معرفی خواهد شد
خز,حامد مي گويد: ديگر عضويت و فعاليت در فيس بوک جالب نيست،«خودماني بگم ديگه خز شده
ترسیدن,این غذاها شما را شجاع می‌‌کند اگر همیشه احساس ترس می‌کنید نترسید، اصلا نترسید، ترسیدن اصلا عجیب نیست، ترس یک واکنش طبیعی است که همه انسان‌ها گاهی با آن روبه‌رو می‌شوند، اما اگر زیادی ترسو شده‌اید، می‌توانید با داشتن رژیم غذایی غنی از فولات به خودتان کمک کنید
ایین,ایین نامه هم در حدود سال های ۷۰ تصویب شده که حدود 37 شغل را بر می گیرد؛ با این حال باید بگویم که آیین نامه در حال بررسی است و یکی از مواردی که قطعا اصلاح می شود این است که کتابفروشان زیرمجموعه این آیین نامه می شوند
اهنگ,"او در تازه ترين پست تلگرامي خود، با اذعان به ""پايان احمدي نژاد""، اهنگ عاشقانه ""خداحافظ"" احسان خواجه اميري را با عنوان ""خداحافظ احمدي نژاد"" منتشر كرده است"
اوردن,دسته اول ایجاد انواع بیماری ها در شاغل است، که میتواند بیماری های جسمانی مثل پرفشاری خون باشد، یا بیماری های روانی مثل احساس افسردگی و اضطراب در شاغل بوده و یا ایجاد مشکلات رفتاری مثل روی اوردن به مصرف سیگار یا سایر مواد مخدر در شاغل بشود
ردشدن,سودای گرانی ارز در سر عرضه‌کنندگان؛ انعکاس ۸ماه ارزانی مصنوعی دلار در بازار بازی خطرناک با نرخ ارز عصر اعتبار- اکنون بازی خطرناک افزایش یکباره قیمت، در بازار ارز آغاز شده که تداومش می‌تواند ضربه سنگینی را به دولت وارد کند؛ موضوعی که بی‌تفاوت ردشدن از کنارش، هزینه سنگینی برای کشور خواهد داشت
ردشدن,موضوعی که بی‌تفاوت ردشدن از کنارش، هزینه سنگینی برای کشور خواهد داشت
دراوردن,supports HTML5 video دراوردن صدای هلی کوبتر توسط حسن ریوندی شنبه ۲۱ مرداد ۱۳۹۶ - ۱۴:۰۷:۳۷ Sami۷۳۹ - آپارات
گند,بخش كشاورزي با انتخاب مد‌يران باتجربه و آزمود‌ه توانست  ساماند‌هي خوبي به بخش بد‌هد‌ و د‌ستاورد‌ د‌ولت اصلاحات د‌ر خود‌كفايي  گند‌م را كه د‌ر د‌ولت قبلي به وارد‌ات چند‌ ميليون تني بازگشته بود‌  د‌وباره به مد‌ار خود‌كفايي آورد‌؛ به طوري كه وزارت جهاد‌ كشاورزي مورد‌  تشويق بزرگان نظام قرار گرفت
گستردن,توسعه نامتوازن شبکه حمل‌ونقل عمومی به ویژه مترو در برابر تعجیل در تکمیل شبکه بزرگراهی که به منزله گستردن فرش قرمز برای خودروهای شخصی است، سبب شده سهم مترو از کل جابه‌جایی‌های درون‌شهری زیر 20 درصد باشد
دریافتن,برای دریافتن اینکه در شرایط رکود تورمی فعلی اقتصاد ایران، سیاست¬های  داخلی و تحریم¬ها چه نقشی داشته¬اند، ابتدا به تشریح شرایط رکودی و علل  بروز آن در اقتصاد کشور می¬پردازم و برای این منظور گزارشی از وضعیت کلی سه  بخش مهم اقتصاد کشور یعنی بخش¬های نفت و گاز، کشاورزی و صنعت ارائه  می¬کنم
فکرکردن,خستگی آنها باید به مرزی می‌رسید که راندمان کارشان پایین برود و دیگر توان فکرکردن یا تصمیم‌گرفتن نداشته باشند
حنبلی,وی با بیان اینکه در زمینه پیگیری فاجعه منا راه سومی وجود دارد گفت: اقامه دعوی در محاکم داخلی عربستان باید صورت گیرد بویژه اینکه محاکم عربستان فقه حنبلی و جعفری حاکم است و ما در این زمینه وحدت نظر داریم و از نظر محتوایی عربستان نمی تواند این موضوع را نقض کند بنابراین طبق فقه عربستان، پرداخت غرامت در مورد کسانی که در فاجعه منا به شهادت رسیده اند توسط بیت المال عربستان باید صورت گیرد
جداشدن,ارتباط با ما خانه » آخرين خبرها » دانش وفناوري » ارتباطات وفناوري » دانش وفناوري » تحول حيرت انگيز سامسونگ در CES 2014 در رابطه با  ماشين هاي لباسشويي و جارو برقي جدید و گسترش محصولات لوازم خانگي تحول حیرت انگیز سامسونگ در CES 2014 در رابطه با  ماشین های لباسشویی و جارو برقی جدید و گسترش محصولات لوازم خانگی جامع نیوز:برندی که بیشترین رشد را در آمریکا داشته، اکنون کاملترین ماشین لباسشویی صنعتی را ارائه داده و واردمقوله جاروبرقی ایستاده میشود و برای اولین بارمدلی ترکیبی که دسته آن به طور کامل قابل جداشدن است معرفی می کند
جاافتاده,پتانسیل اقتصادی و  انسانی بالا، منابع انرژی قوی و یک دولت جاافتاده و با ثبات دارد
سیرکردن,نورمن در ۱۱ سالگی به امید این که بتواند زندگی بهتری بیابد از خانه فرار کرد و برای سیرکردن شکمش به کارهای مختلفی مانند پادویی، روزنامه فروشی، پیشخدمتی و ظرفشویی در رستورانها دست زد
سیرکردن,اما از آن جایی که به درس علاقه داشت لذا با تلاش زیاد توانست در کنار کار به مدرسه نیز برود، ولی از عهده هزینه تحصیل و سیرکردن شکمش برنیامد
دریافتن,در آینده با اتصال ذهن به یک کامپیوتر که برای دریافتن واکنش افراد به مسائل خاصی استفاده می‌شود خطر مداخله یک شخص سوم در این زنجیره و هک کردن ذهن فرد نیز ممکن می‌شود
شیلینگ,کد خبر : 59430 تاریخ انتشار : 21 خرداد 1396  -  14:19 به گزارش پایگاه خبری تحلیلی « میهن صنعت »، روز گذشته هانس یورگ شیلینگ، ‌ وزیر اقتصاد اتریش به ایران آمد و طبق قرار قبلی طی اقامت خود در ایران با مقامات اقتصادی و سیاسی ایران دیدار و گفت‌وگو دارد
شیلینگ,در جریان دیدار هانس یورگ شیلینگ، با علی طیب نیا طرفین بر توسعه هر چه بیشتر روابط بانکی، به ویژه روابط کارگزاری دو کشور ایران و اتریش، تاکید کردند
شیلینگ,هانس یورگ شیلینگ، وزیر دارایی اتریش نیز در جریان این دیدار ضمن ابراز تاثر و احساس همدردی، به نمایندگی از مردم و دولت متبوع خود به ملت ایران تسلیت گفت
شیلینگ,هانس یورگ شیلینگ با اشاره به دیدار و مذاکرات سال گذشته خود با علی طیب‌نیا، پیشرفت‌های اقتصادی جمهوری اسلامی به ویژه در حیطه مرتبط با وزارت اقتصاد را بسیار درخشان و تحسین برانگیز خواند
شیلینگ,هانس یورگ شیلینگ، در ادامه، با بیان اینکه رسیدن به توافقات لازم در خصوص تضامین حقوقی برای توسعه همکاری‌های اقتصادی و سرمایه‌گذاری شرکت‌های اتریشی در ایران، یکی از اهداف این سفر بوده است، از چهار برابر شدن تضمین‌های صادره دولت این کشور به شرکت‌های علاقه‌مند به سرمایه‌گذاری در ایران طی سال گذشته خبر داد
مسیله,مجلسی تاکید کرد: امریکا نمیتواند بار دیگر ایران را به مذاکره بر سر مسایل هسته ای بکشاند اما مسیله عربستان هست که اگر طرفین بخواهند مصالحه کنند بسیاری از مسائل حل می‌شود
جداشدن,واکنش ظریف درباره حضور در کابینه دولت دوازدهم وزیر امور خارجه کشورمان به تیتر «ژنرالهای مردد» یکی از روزنامه های کشور درباره احتمال جداشدن وی  از دولت واکنش نشان داد
اوردن,نباید این نکته رو در نظر نگرفت که اصلاح طلبان سال ها پیش به این طرز تفکر روی اوردن و شاید موفقیت در 5 انتخابات اخیر نتیجه همین رویکرد بوده باشد
بالاکشیدن,این منبع آگاه تأکید کرد: سارق در بازجویی‌ها اعتراف کرد پس از سرقت خودرو از مشیریه به همراه کودک، آن را همان روز به یکی از خیابان‌های پاکدشت برده و پس از بالاکشیدن شیشه‌ها آن را رها کرده است
کشدار,ريتم کند و بعضا کشدار مجموعه نيز بيشتر ناشي از همين امر است که بيننده آسان پسند تلويزيون را فراري داده و در نقطه مقابل لذت شيريني به بينندگان پر حوصله تر مي بخشد
ترسیدن,جنس خندیدنها و ترسیدن قیمت جلسات را میدانیم
ترسیدن,رهبر انقلاب اسلامی تأکید کردند: ترسیدن و دلهره از تشر دشمن و تحت تأثیر اخم قدرتمندان قرار گرفتن اولِ بدبختی است
ایین,ایین فیلم را فیلیپ گودیئوکارگردانی کرده و در آن فرانسیس کلوزت، بولی لانرز و کورین ماسیرو نقش آفرینی کردند
فراش,وقتی حزب یا جریانی بر سر کار می‌آید و  فرقی هم ندارد که چپ باشد یا راست، تمام آن طرف را می‌زند و حتی تا فراش  مدرسه را هم عوض می‌کند
خواباندن,صندلی‌هایی که در ردیف آخر هواپیما، جلوی دیوار‌های جداکننده‌ی آشپزخانه و محل نشستن مهمانداران واقع شده‌اند نیز تنها به مسافرانی توصیه می‌شود که قصد خوابیدن به هنگام پرواز را ندارند، زیرا این دیوارها مانع خواباندن پشتی صندلی و در نتیجه یک خواب راحت می‌شود
افسونگر,8 دهه آوای سیرن در برزیل در اساطیر یونانی، سیرن‌ها موجودات افسانه‌ای هستند که در نقاط پرتلاطم دریا زندگی می‌کنند و با آواز افسونگر خود، دریانوردان را به کام مرگ می‌کشند
بلندکردن,دوره نقاهت شما می توانید به نرمی راه بروید و کارهای بسیار سبک را از روز بعد از عمل انجام دهید، ولی در 7-10 روز اول از انجام هرگونه کارهای سنگین از جمله کشیدن یا بلندکردن اشیاء سنگین بپرهیزید
ترسیدن,همه اینها مانع ترسیدن شما می شوند و در عین حال باعث می شوند به جای فکرهای فلج کننده، سراغ عمل و اقدام های قدرت دهنده بروید و اعتماد به نفس تان را تقویت کنید
اوردن,یه سونی z2 برام اوردن
مسدس,مسدس آيفون من انتاج أبل تثير الرعب! الأربعاء 11 يناير 2017 - 13:55 بتوقيت غرينتش جديد الجيش الروسي
بلندشدن,طریقه حرکت هم بدین شکل بود که برای بلندشدن از روی صندلی، یک کابل، برای پیاده‌شدن، یک کابل و موقع پیاده‌شدن یک کابل خوردیم و برای بقیه مسیر هم که الی ماشاءالله هر چقدر که امکان داشت و می‌توانستند، نصیب و بهره داشتیم
تمثیل,احساس‌ و ادراك‌ در تجربه‌ دینی‌ کد مطلب: 15421 تاریخ انتشار : شنبه ۴ آذر ۱۳۹۱ ساعت ۲۰:۳۵   اشكالی‌ كه‌ بر این‌ نظریه‌ وارد است‌ این‌ است‌ كه‌ چگونه‌ می‌توان‌ از دل‌احساسات‌ غیر معرفتی‌، مدعیات‌ صدق‌ و كذب‌برداری‌ كه‌ در الهیات‌ و فلسفه‌دینی‌ یافت‌ می‌شوند، به‌ دست‌ آورد؟ اگر امر تجربه‌شده‌ و تجربه‌، هر دو بیان‌ ناپذیرند و اگر تجربه‌، چندان‌ بنیادین‌ است‌ كه‌ از حد تمایزات‌ معرفتی‌ فراترمی‌رود، حقایق‌ دینی‌ چگونه‌ از آن‌ نتیجه‌ می‌شوند؟ اگر بكوشیم‌ چنین‌تجربه‌ای‌ را به‌ كمك‌ تمثیل‌ توصیف‌ كنیم‌، باز هم‌ از پیش‌ فرض‌ كرده‌ایم‌ كه‌می‌توانیم‌ درك‌ معرفت‌ بخشی‌ از آن‌ واقعه‌ داشته‌ باشیم‌ و بنابراین‌ شخص‌می‌تواند دریابد كه‌ كدام‌ یك‌ از تمثیلها با آن‌ تجربه‌ متناسب‌ و یا نامتناسب‌است‌
تمثیل,هرگاه‌ واقعیت‌ داشتن‌ علم‌ بالقوه‌باشد، واقعیت‌ داشتن‌ معلوم‌ نیز بالقوه‌ است‌ و اگر واقعیت‌ داشتن‌ علم‌ بالفعل‌است‌، واقعیت‌ داشتن‌ معلوم‌ نیز بالفعل‌ است‌ و چون‌ محبت‌، عشق‌ و امید از امور ذات‌ الاضافه‌اند، از مصادیق‌ اصل‌ تضایف‌ بوده‌ و برهان‌ فطرت‌، برهانی‌استوار و پابرجا خواهد بود، ولی‌ مقدمه‌ دوم‌ برهان‌ تجربه‌ دینی‌ ـ چنان‌ كه‌ بیان‌گردید ـ مبتنی‌ بر تشبیه‌ و تمثیل‌ است‌
تمثیل,ویشارک فی تمثیل 'صه
جاافتادن,14 رویداد مثبت صنایع‌دستی در سال 95 شناسه خبر: 101806 سرویس: فرهنگ و میراث فرهنگی ۲۶ مرداد ۱۳۹۶ - ۲۱:۴۵ به گفته معاون صنایع‌دستی کشور، رشد در بازرگانی داخلی و خارجی، رشد در اشتغال، مقدمات راه‌اندازی هلدینگ صنایع‌دستی، افزایش نمایشگاه‌های داخلی و خارجی، جهانی‌شدن هرچه بیشتر با برگزاری رویدادهای بین‌المللی، ثبت دو شهر جهانی، فضاسازی و گفتمان سازی برای مصرف صنایع‌دستی، رشد خانه‌های صنایع‌دستی، جاافتادن برند ایران، حرکت به سوی دانش‌بنیان شدن، دریافت ده نشان اصالت جهانی، برگزاری اولین جشنواره فجر صنایع‌دستی، راه‌اندازی اولین دهکده صنایع‌دستی در شیراز و راه‌اندازی اولین مرکز فروشگاهی و نمایشگاهی بین‌المللی، 14 اتفاق مثبت صنایع‌دستی کشور طی سال گذشته است
جاافتادن,۵۵آنلاین : به گفته معاون صنایع‌دستی کشور، رشد در بازرگانی داخلی و خارجی، رشد در اشتغال، مقدمات راه‌اندازی هلدینگ صنایع‌دستی، افزایش نمایشگاه‌های داخلی و خارجی، جهانی‌شدن هرچه بیشتر با برگزاری رویدادهای بین‌المللی، ثبت دو شهر جهانی، فضاسازی و گفتمان سازی برای مصرف صنایع‌دستی، رشد خانه‌های صنایع‌دستی، جاافتادن برند ایران، حرکت به سوی دانش‌بنیان شدن، دریافت ده نشان اصالت جهانی، برگزاری اولین جشنواره فجر صنایع‌دستی، راه‌اندازی اولین دهکده صنایع‌دستی در شیراز و راه‌اندازی اولین مرکز فروشگاهی و نمایشگاهی بین‌المللی، 14 اتفاق مثبت صنایع‌دستی کشور طی سال گذشته است
فراگرفتن,آنان گذشته از فراگرفتن غواصی باید با راه اندازی قایق Gmini به صورت تئوری و عملی آشنا شوند
فکرکردن,وی با طرح این سوال که آیا ما به هر عنوانی حق داریم که زیر 812 هزارتومانی، رقم حداقلی دیگری تعیین کنیم؟ افزود: آیا فکرکردن به این موضوع و مساله منطقی و انسانی است؟ به عبارت دیگر این ادعا که اگر دستمزد را کمتر از حداقل انسانی تعیین کنیم، اشتغالزایی می‌شود، باطل است
تمثیل,آتش به اختیار هر چند اصطلاحی نظامی است، اما درتبیین وظیفه‌ای فرهنگی و درمقام تمثیل به کار رفته است؛ به این معنا که نباید به دلیل کم کاری احتمالی برخی مسئولان ، کارهای فرهنگی از سوی دلسوزان انقلاب به ویژه جوانان بر زمین گذاشته شود
هییت,به گزارش پایگاه خبری تحلیلی «میهن صنعت»، در نامه گلوردی گلستانی رییس هییت مدیره انجمن  سازندگان قطعات و مجموعه های خودرو خطاب به وزیر صنعت، معدن و تجارت که  نسخه ای از آن در اختیار سایت بازار خبر قرار گرفته، آمده است: جناب آقای مهندس نعمت زاده وزیر محترم صنعت، معدن و تجارت با سلام و احترام حضرتعالی که به عنوان پیش کسوت و متولی صنعت در کشور حضور فعال و آگاهی  کاملی از وضعیت صنعت به ویژه صنعت خودرو دارید، لازم دانسته نکاتی چند را  به اطلاع حضرتعالی برسانم
بلندکردن,سه شنبه 1396/05/03 ساعت 15:10 تاريخ : با این نیم تنه کارگران ابرقهرمان می شوند یک شرکت آمریکایی نیم تنه ای برای کارگران ساخته که به آنان کمک می کند فعالیت هایی مانند بلندکردن مصالح را راحت تر انجام دهند
سیه,متن سخنرانی علی لاریجانی رئیس مجلس شورای اسلامی به شرح زیر است: بسم الله الرحمن الرحیم جناب آقای چانگ سیه – کیون، رئیس محترم مجلس ملی جمهوری کره روسای محترم مجالس و همکاران گرامی، از تلاش‌های جناب آقای چانگ سیه – کیون، رئیس محترم مجلس ملی کره به خاطر میزبانی و نیز تمهیدات عالی برای برگزاری این نشست قدردانی می‌نمایم
گستردن,و اما آخرت، برای اینکه او بسط عدالت و اقامه حق در بشر نموده، به صلح و رفق و کرامت نفس و گستردن خیر و رفع شر در میانه بشر سلوک کرده»
دمکرده,(من در این مرحله مقداری زعفرون دمکرده هم اضافه کردم) ۶
پیچاندن,در کودکان کم سن و سال‌ تر استرس ممکن است موجب پیدایش عادات جدید رفتاری شود مانند مکیدن انگشت، پیچاندن موهای خود یا انگشت کردن در بینی
ابادان,19:40/ آگوستو سزار،با حضور در باشگاه صنعت نفت ابادان با عقد قراردادی رسمی به صنعت نفت ابادان پیوست و لیگ هفدهم را با پیراهن این تیم به میدان می‌رود
پیچاندن,تنها زمانی دست از گوشی می‌کشد که دو دست‌اش را برای پیچاندن فرمان لازم دارد
فراش,معین السلطان برادر مجدالدوله که فراش باشی و در آنجا حاضر بود با کارد کمر خود گوش ضارب را برید
ضربی,در سال 1381 گروه دارکوب را به همراه دوستانش تاسیس کرد و با تاکید بر سازهای ضربی ایرانی و خارجی، توانست عده زیادی از مردم را به سوی خود جلب کند
