word,farsnet_word,sense_frequency
تندرو,تندرو,3
زیگزاگ,زیگزاگ,3
زیکزاک,زیکزاک,3
همسر,همسر,3
همسان,همسان,3
همزه,همزه,3
ماشینیکردن,ماشینی کردن,3
همشهری,همشهری,3
توفیر,توفیر,3
همشکل,هم‌شکل,3
مانند,مانند,3
هشتمی,هشت می,3
توس,توس,3
همدوره,هم‌دوره,3
همدهنی,هم‌دهنی,3
تنور,تنور,3
توزیعکردن,توزیع کردن,3
تنقیه,تنقیه,3
مال,مال,3
همراهکردن,همراه کردن,3
همراهی,همراهی,3
تنها,تنها,3
تل,تل,3
لیف,لیف,3
تکفرزند,تک‌فرزند,3
سالنامه,سال‌نامه,3
زندان,زندان,3
نگریستن,نگریستن,3
نگفتنی,نگفتنی,3
هیهات,هیهات,3
تعجبزده,تعجب‌زده,3
سالوس,سالوس,3
سالگرد,سالگرد,3
نگاهکردن,نگاه کردن,3
تضاد,تضاد,3
لک,لک,3
سالیانه,سالیانه,3
نگهبانی,نگهبانی,3
مات,مات,3
تعصبی,تعصبی,3
هاجوواج,هاج‌وواج,3
تعقیب,تعقیب,3
هیجان,هیجان,3
زندهماندن,زنده ماندن,3
تعصب,تعصب,3
تعدیکردن,تعدی کردن,3
سالروز,سالروز,3
سالانه,سالانه,3
زندانیشدن,زندانی‌شدن,3
تکیهکردن,تکیه کردن,3
تکهتکه,تکه‌تکه,3
تشکیلشدن,تشکیل شدن,3
ساندویچی,ساندویچی,3
تکنیکی,تکنیکی,3
تکیهگاه,تکیه‌گاه,3
سایت,سایت,3
سایل,سائل,3
تکیهگه,تکیه‌گه,3
تشویقکردن,تشویق کردن,3
مایه,مایه,3
تصمیم,تصمیم,3
وابسته,وابسته,3
تصفیه,تصفیه,3
وابستهکردن,وابسته کردن,3
تصمیمگرفتن,تصمیم گرفتن,3
تصور,تصور,3
واجب,واجب,3
تصرف,تصرف,3
تصدیق,تصدیق,3
وابستگی,وابستگی,3
تصرفکردن,تصرف کردن,3
تعویض,تعویض,3
هواخواه,هواخواه,3
هنگام,هنگام,3
تقسیم,تقسیم,3
تیزاب,تیزاب,3
زهی,زهی,3
تقسیمنمودن,تقسیم نمودن,3
زهره,زهره,3
زهرماری,زهرماری,3
تیغزدن,تیغ زدن,3
هجدهمی,هجده می,3
تیزی,تیزی,3
تقدمداشتن,تقدم داشتن,3
هدردادن,هدر دادن,3
هنرپیشه,هنرپیشه,3
تقویتکردن,تقویت کردن,3
تقویت,تقویت,3
مارپیچ,مارپیچ,3
هدف,هدف,3
هنرمند,هنرمند,3
مارمولک,مارمولک,3
تقطیعکردن,تقطیع کردن,3
تقلیدکردن,تقلید کردن,3
تقلیل,تقلیل,3
تفکیککردن,تفکیک کردن,3
تغذیه,تغذیه,3
مادر,مادر,3
تغییر,تغییر,3
تکان,تکان,3
زندهکردن,زنده کردن,3
هاله,هاله,3
مادامالعمر,مادام‌العمر,3
ماخذ,مآخذ,3
تعویضکردن,تعویض کردن,3
ساعتساز,ساعت‌ساز,3
تکاندادن,تکان دادن,3
تفحص,تفحص,3
تفریحی,تفریحی,3
هواکشیدن,هوا کشیدن,3
تفننی,تفننی,3
تیغزن,تیغ‌زن,3
هوانوردی,هوانوردی,3
هود,هود,3
تیپ,تیپ,3
تیمور,تیمور,3
هتلداری,هتلداری,3
تیمارگر,تیمارگر,3
پرنده,پرنده,3
قلمزنی,قلم‌زنی,3
ناکامشدن,ناکام شدن,3
بهکاررفتن,به کار رفتن,3
خارجشدن,خارج شدن,3
خارجساختن,خارج ساختن,3
سنجشکردن,سنجش‌کردن,3
بهکاربردن,به کار بردن,3
خاصه,خاصه,3
پایینامدن,پایین آمدن,3
محمول,محمول,3
ناپدیدشدن,ناپدید شدن,3
پاییزه,پاییزه,3
خاش,خاش,3
تازهوارد,تازه‌وارد,3
خاتمهدادن,خاتمه دادن,3
نباتی,نباتی,3
نبرد,نبرد,3
حکومت,حکومت,3
حکمکردن,حکم کردن,3
حیوانی,حیوانی,3
بوستان,بوستان,3
ناگهانی,ناگهانی,3
ناگفتنی,ناگفتنی,3
بودادن,بو دادن,3
خاتم,خاتم,3
سنبله,سنبله,3
خال,خال,3
پاککننده,پاک‌کننده,3
خامهزن,خامه‌زن,3
خامه,خامه,3
پاکشدن,پاک شدن,3
قلب,قلب,3
خام,خام,3
خاموشکردن,خاموش کردن,3
محکمنمودن,محکم نمودن,3
محکمکردن,محکم کردن,3
محکمکاری,محکم‌کاری,3
خانهدار,خانه‌دار,3
محوطه,محوطه,3
سنگ,سنگ,3
قلمبه,قلمبه,3
بهوجوداورنده,به‌وجودآورنده,3
محنت,محنت,3
ناپایدار,ناپایدار,3
بهپایانرسیدن,به پایان رسیدن,3
خالی,خالی,3
بههمخوردن,به هم خوردن,3
محو,محو,3
بههوارفتن,به هوا رفتن,3
پاپتی,پاپتی,3
نتراشیده,نتراشیده,3
بیانفرمودن,بیان فرمودن,3
قوت,قوت,3
نخست,نخست,3
پاشیدن,پاشیدن,3
پاشنه,پاشنه,3
پاشدن,پا شدن,3
پاسور,پاسور,3
قوام,قوام,3
سلف,سلف,3
بیاننمودن,بیان نمودن,3
بیانکردن,بیان کردن,3
قو,قو,3
نخاله,نخاله,3
روزبهخیر,روزبه‌خیر,3
حلب,حلب,3
بیتوجهیکردن,بی‌توجهی‌کردن,3
پاسخنامه,پاسخ‌نامه,3
محسوب,محسوب,3
پاسخ,پاسخ,3
بیثمر,بی‌ثمر,3
حمایتکردن,حمایت کردن,3
پاسدادن,پاس‌دادن,3
بی‌تفاوت,بی‌تفاوت,3
محشر,محشر,3
پاسخگو,پاسخ‌گو,3
سماق,سماق,3
پایاندادن,پایان دادن,3
نجات,نجات,3
نجاتدادن,نجات دادن,3
نجاتدهنده,نجات‌دهنده,3
قهر,قهر,3
حیران,حیران,3
حیرتزده,حیرت‌زده,3
قمر,قمر,3
قنادی,قنادی,3
قناس,قناس,3
پانزدهمی,پانزدهمی,3
نحوه,نحوه,3
پانزدهاردیبهشت,پانزده اردیبهشت,3
بیاعتنا,بی‌اعتنا,3
حواله,حواله,3
قهرمانی,قهرمانی,3
بیانداشتن,بیان داشتن,3
پانزدهماردیبهشت,پانزدهم اردیبهشت,3
بیارزش,بی‌ارزش,3
حوت,حوت,3
بیاشکال,بی‌اشکال,3
مخاطب,مخاطب,3
پرسان,پرسان,3
بهجاگذاردن,به جا گذاردن,3
ناشناس,ناشناس,3
روال,روال,3
قسم,قسم,3
خرمایی,خرمایی,3
پردازش,پردازش,3
قسط,قسط,3
سوراخسوراخکردن,سوراخ‌سوراخ کردن,3
قرینه,قرینه,3
سورنا,سورنا,3
رواج,رواج,3
خرچنگ,خرچنگ,3
مدافع,مدافع,3
خردکردن,خرد کردن,3
پرحرارت,پرحرارت,3
خردهریزه,خرده‌ریزه,3
خردهریز,خرده‌ریز,3
ناقل,ناقل,3
پرجوشوخروش,پرجوش‌وخروش,3
سوت,سوت,3
قسمتکردن,قسمت کردن,3
ناقص,ناقص,3
سود,سود,3
خردهفروش,خرده‌فروش,3
روایتکردن,روایت کردن,3
خسته,خسته,3
بهار,بهار,3
پرمایه,پرمایه,3
ناسالم,ناسالم,3
ناسالمی,ناسالمی,3
خسارت,خسارت,3
خستهکردن,خسته کردن,3
به,به,3
ناسازگار,ناسازگار,3
خستهکننده,خسته‌کننده,3
سوز,سوز,3
پرشتاب,پرشتاب,3
خرگوش,خرگوش,3
خزانهداری,خزانه‌داری,3
روا,روا,3
پرسشگرانه,پرسش‌گرانه,3
پرسش,پرسش,3
بهتزده,بهت‌زده,3
ناسنجیده,ناسنجیده,3
پرش,پرش,3
پرسنده,پرسنده,3
بهبه,به‌به,3
پختهشدن,پخته شدن,3
خداوندگار,خداوندگار,3
بهشدت,به شدت,3
قطبنما,قطب‌نما,3
ختم,ختم,3
مخرج,مخرج,3
پدیداورنده,پدیدآورنده,3
خبرچینیکردن,خبرچینی کردن,3
مخفیکردن,مخفی کردن,3
مخلوط,مخلوط,3
نامطمین,نامطمئن,3
خداداد,خداداد,3
خدا,خدا,3
نامناسب,نامناسب,3
پدیداوردن,پدید آوردن,3
مخاطره,مخاطره,3
مختصر,مختصر,3
پخششدن,پخش شدن,3
خبردادن,خبر دادن,3
سهراهی,سه‌راهی,3
خبرچین,خبرچین,3
خبریافتن,خبر یافتن,3
نامیدن,نامیدن,3
نامبردن,نام بردن,3
نامتناسب,نامتناسب,3
خرافاتی,خرافاتی,3
پرتقالی,پرتقالی,3
خرازی,خرازی,3
قصد,قصد,3
خرجکردن,خرج کردن,3
سواکردن,سوا کردن,3
نالهکردن,ناله کردن,3
نام,نام,3
بهدستاوردن,به دست آوردن,3
بهدین,به‌دین,3
نامزد,نامزد,3
پراکندن,پراکندن,3
سهپایه,سه‌پایه,3
پراب,پرآب,3
مداح,مداح,3
نامزدی,نامزدی,3
قصهپرداز,قصه‌پرداز,3
قصدداشتن,قصد داشتن,3
پرتراکم,پرتراکم,3
سواری,سواری,3
خرابی,خرابی,3
بیحاصل,بی‌حاصل,3
رویایی,رویایی,3
حامل,حامل,3
بینه,بینه,3
بینهایت,بی‌نهایت,3
رویی,رویی,3
روییدن,روییدن,3
نعمت,نعمت,3
یلخی,یلخی,3
نظیر,نظیر,3
نظرکردن,نظر کردن,3
نظمدهی,نظم‌دهی,3
رویدادن,روی دادن,3
حالتدادن,حالت دادن,3
لایعقل,لایعقل,3
بیکار,بیکار,3
یبس,یبس,3
یتیمشدن,یتیم‌شدن,3
بیگانه,بیگانه,3
یاقوتی,یاقوتی,3
سروش,سروش,3
ید,ید,3
لانه,لانه,3
بیوه,بیوه,3
لایحه,لایحه,3
بینشان,بی‌نشان,3
بیگاه,بی‌گاه,3
سرکار,سرکار,3
لاشخور,لاشخور,3
نظرتنگ,نظرتنگ,3
یونس,یونس,3
یومیه,یومیه,3
بیمقدار,بی‌مقدار,3
بیمایه,بی‌مایه,3
نظامی,نظامی,3
حرج,حرج,3
سرکوبکردن,سرکوب کردن,3
ییلاق,ییلاق,3
سرکشیدن,سر کشیدن,3
بیمناسبت,بی‌مناسبت,3
بینایی,بینایی,3
بی‌نام,بی‌نام,3
یمین,یمین,3
مجرا,مجرا,3
بینش,بینش,3
یوسف,یوسف,3
بیمناک,بیم‌ناک,3
سرپرستی,سرپرستی,3
سریع,سریع,3
سرپا,سرپا,3
ریدن,ریدن,3
سرعت,سرعت,3
جوشیدن,جوشیدن,3
مثابه,مثابه,3
تاختن,تاختن,3
نقشه,نقشه,3
تاخوردن,تا خوردن,3
نقرهای,نقره‌ای,3
وکیل,وکیل,3
تاتنهام,تاتنهام,3
تاثیرگذار,تاثیرگذار,3
تاثیرگذاشتن,تاثیر گذاشتن,3
سرشکسته,سرشکسته,3
جوشخوردن,جوش خوردن,3
تارک,تارک,3
نقصان,نقصان,3
جور,جور,3
سرشاخ,سرشاخ,3
تازه,تازه,3
جوش,جوش,3
جوشان,جوشان,3
جوزا,جوزا,3
سرشتن,سرشتن,3
ریدمان,ریدمان,3
روپوش,روپوش,3
یادکردن,یاد کردن,3
بیگنه,بی‌گنه,3
حاشیهنشینی,حاشیه‌نشینی,3
بچهبازی,بچه‌بازی,3
ریا,ریا,3
ریاست,ریاست,3
مجازات,مجازات,3
یاس,یاس,3
یافتن,یافتن,3
حاضرشدن,حاضر شدن,3
بیگفتگو,بی‌گفتگو,3
بیگناه,بی‌گناه,3
حاجتمند,حاجت‌مند,3
ریختوپاش,ریخت‌وپاش,3
جگر,جگر,3
جین,جین,3
جیره,جیره,3
تاب,تاب,3
مجاری,مجاری,3
بچهگانه,بچه‌گانه,3
بکر,بکر,3
سرمایهداری,سرمایه‌داری,3
یکدست,یک‌دست,3
سلب,سلب,3
بیرمق,بی‌رمق,3
بیرونی,بیرونی,3
حضوریافتن,حضوریافتن,3
حضوری,حضوری,3
پارادوکس,پارادوکس,3
بیریخت,بی‌ریخت,3
محبت,محبت,3
نزول,نزول,3
محبوب,محبوب,3
محتاطانه,محتاطانه,3
بیرونانداختن,بیرون انداختن,3
حفاظ,حفاظ,3
نزدیکی,نزدیکی,3
بیزحمت,بی‌زحمت,3
بیستونهمبهمن,بیست‌ونهم بهمن,3
حشو,حشو,3
بیستونهبهمن,بیست‌ونه بهمن,3
پادشاهی,پادشاهی,3
بیستوپنجاسفند,بیست‌وپنج اسفند,3
بیستوپنجماسفند,بیست‌وپنجم اسفند,3
قیامت,قیامت,3
نساجی,نساجی,3
نسبی,نسبی,3
حصار,حصار,3
محاسبهگری,محاسبه‌گری,3
محاسبه,محاسبه,3
قوچ,قوچ,3
بیخاصیت,بی‌خاصیت,3
نرخ,نرخ,3
بیخود,بی‌خود,3
سقوط,سقوط,3
بیخیالی,بی‌خیالی,3
محتوا,محتوا,3
قوم,قوم,3
سلامت,سلامت,3
بیحال,بی‌حال,3
بیحساب,بی‌حساب,3
بیحسابوکتاب,بی‌حساب‌وکتاب,3
بیدارشدن,بیدار شدن,3
قوی,قوی,3
حقشناس,حق‌شناس,3
نرمی,نرمی,3
پارسی,پارسی,3
نرمه,نرمه,3
بیدارکردن,بیدار کردن,3
حقوق,حقوق,3
بیدغدغه,بی‌دغدغه,3
روزنامه,روزنامه,3
یکمدی,یکم دی,3
نشر,نشر,3
روشندل,روشن‌دل,3
روشنشدن,روشن شدن,3
یکسان,یکسان,3
نشسته,نشسته,3
حرکتکردن,حرکت کردن,3
بیقواره,بی‌قواره,3
یکلا,یک‌لا,3
حسابداری,حسابداری,3
یکم,یکم,3
یکضرب,یک‌ضرب,3
سزاواری,سزاواری,3
روشنی,روشنی,3
حرفه,حرفه,3
یکرنگ,یک‌رنگ,3
روغن,روغن,3
یکدی,یک دی,3
حریف,حریف,3
حرفزدن,حرف زدن,3
نشیمن,نشیمن,3
حرکتدادن,حرکت‌دادن,3
مجمع,مجمع,3
حرکت,حرکت,3
نسق,نسق,3
نسنجیده,نسنجیده,3
نسیه,نسیه,3
روزگار,روزگار,3
روستا,روستا,3
یکپارچه,یک‌پارچه,3
محارب,محارب,3
پابرجا,پا‌برجا,3
روزی,روزی,3
بیسروسامانی,بی‌سروسامانی,3
بیسواد,بی‌سواد,3
بیسیرت,بی‌سیرت,3
حسابکردن,حساب کردن,3
یکمی,یکمی,3
روسیه,روسیه,3
سستکردن,سست کردن,3
بیعلاقهبودن,بی‌علاقه‌بودن,3
حسابرسی,حساب‌رسی,3
بیضا,بیضا,3
حسابگری,حسابگری,3
روسی,روسی,3
حسابگر,حسابگر,3
حسابگرانه,حسابگرانه,3
گچگرفتن,گچ‌گرفتن,3
گرما,گرما,3
کاوش,کاوش,3
امروز,امروز,3
کاکایویی,کاکائویی,3
کاپیتان,کاپیتان,3
گرفتوگیر,گرفت‌وگیر,3
طلبکار,طلبکار,3
گرمخانه,گرم‌خانه,3
کاهگلی,کاهگلی,3
اموختن,آموختن,3
کاهشدادن,کاهش دادن,3
احدیت,احدیت,3
امنیت,امنیت,3
کاهی,کاهی,3
طفرهرفتن,طفره رفتن,3
امتحان,امتحان,3
طلاسازی,طلاسازی,3
اخراجکردن,اخراج کردن,3
فتح,فتح,3
امایش,آمایش,3
گردویی,گردویی,3
طلایی,طلایی,3
کاکل,کاکل,3
اختلافداشتن,اختلاف داشتن,3
گرفتارکردن,گرفتار کردن,3
گرفتاری,گرفتاری,3
طور,طور,3
اجارهکردن,اجاره‌کردن,3
امیزش,آمیزش,3
اثرگذاشتن,اثر گذاشتن,3
اجارهدار,اجاره‌دار,3
اجازهدادن,اجازه دادن,3
گرگ,گرگ,3
ظاهر,ظاهر,3
اثرداشتن,اثر داشتن,3
گزافگویی,گزاف‌گویی,3
گزافهگویی,گزافه‌گویی,3
ظرافت,ظرافت,3
امیزه,آمیزه,3
اجتماع,اجتماع,3
طیف,طیف,3
اجرفرش,آجرفرش,3
فدراسیون,فدراسیون,3
اموزگار,آموزگار,3
اجری,آجری,3
طولانی,طولانی,3
امیختن,آمیختن,3
اجتماعی,اجتماعی,3
اجتنابکردن,اجتناب کردن,3
اجر,اجر,3
اجراییات,اجرائیات,3
طغیان,طغیان,3
اثباتکردن,اثبات کردن,3
الکتریکی,الکتریکی,3
عملی,عملی,3
اراستن,آراستن,3
گاوچران,گاوچران,3
ارامشدن,آرام شدن,3
کتوکلفت,کت‌وکلفت,3
الکترونیکی,الکترونیکی,3
کتان,کتان,3
عمله,عمله,3
کتابی,کتابی,3
الگو,الگو,3
گداختن,گداختن,3
ارابهران,ارابه‌ران,3
کتیبه,کتیبه,3
گاهشمار,گاه‌شمار,3
کثیفی,کثیفی,3
اراک,اراک,3
کج,کج,3
ارتش,ارتش,3
عمو,عمو,3
عمومی,عمومی,3
فامیل,فامیل,3
طبیعت,طبیعت,3
ارامگرفتن,آرام گرفتن,3
فامیلی,فامیلی,3
ارایش,آرایش,3
عملنمودن,عمل نمودن,3
الگوگذاری,الگوگذاری,3
اداکردن,ادا کردن,3
فاکتور,فاکتور,3
طرفداری,طرفداری,3
طرفدار,طرفدار,3
کتاب,کتاب,3
ادبی,ادبی,3
طریق,طریق,3
گردان,گردان,3
گرداوری,گردآوری,3
شهسوار,شهسوار,3
کبریتی,کبریتی,3
امانت,امانت,3
امامت,امامت,3
امار,آمار,3
امادگی,آمادگی,3
امادهشدن,آماده شدن,3
طراز,طراز,3
گذر,گذر,3
اماره,اماره,3
عمق,عمق,3
طردکردن,طرد کردن,3
طرحواره,طرحواره,3
امارگر,آمارگر,3
گنجیاب,گنج‌یاب,3
ابری,ابری,3
ابریز,آبریز,3
عدد,عدد,3
فرجه,فرجه,3
عقاب,عقاب,3
اندوخته,اندوخته,3
کاری,کاری,3
کاروان,کاروان,3
کاروانسرا,کاروان‌سرا,3
گنگ,گنگ,3
گنهکار,گنهکار,3
گنهالود,گنه‌آلود,3
اند,آند,3
عقبماندن,عقب ماندن,3
گمنام,گمنام,3
گمرک,گمرک,3
فراگیری,فراگیری,3
اندرون,اندرون,3
عقبمانده,عقب‌مانده,3
گمراهکردن,گمراه کردن,3
کارگری,کارگری,3
عقبافتاده,عقب‌افتاده,3
عجز,عجز,3
فرتوتی,فرتوتی,3
گناهالود,گناه‌آلود,3
عطش,عطش,3
عدمموفقیت,عدم موفقیت,3
عده,عده,3
کارتکس,کارتکس,3
اببر,آب‌بر,3
اببستن,آب بستن,3
انضباط,انضباط,3
گوشکردن,گوش کردن,3
فرصتدادن,فرصت دادن,3
انفجاری,انفجاری,3
انفجار,انفجار,3
کارتخوان,کارت‌خوان,3
گوشگرفتن,گوش گرفتن,3
عدسی,عدسی,3
گودی,گودی,3
گوجهای,گوجه‌ای,3
ابدیده,آب‌دیده,3
عطار,عطار,3
گواه,گواه,3
ابراهیم,ابراهیم,3
کاردکس,کاردکس,3
فرستنده,فرستنده,3
ابتدایی,ابتدایی,3
گورکن,گورکن,3
ابخوردن,آب خوردن,3
گزندواردکردن,گزندواردکردن,3
گشتزدن,گشت زدن,3
فراز,فراز,3
کامرانی,کامرانی,3
اتشک,آتشک,3
کامروایی,کام‌روایی,3
اتفاق,اتفاق,3
علف,علف,3
گشودن,گشودن,3
گفتگوکردن,گفت‌گو کردن,3
فرازرسیدن,فراز رسیدن,3
انباز,انباز,3
اتشزدن,آتش زدن,3
انبارکردن,انبار کردن,3
کاستن,کاستن,3
ظلمت,ظلمت,3
گسترشیافتن,گسترش‌یافتن,3
کامپیوتر,کامپیوتر,3
گسترده,گسترده,3
گزیدن,گزیدن,3
فراخواندن,فراخواندن,3
امکان,امکان,3
اناری,اناری,3
فرارو,فرارو,3
عاجی,عاجی,3
کامیابی,کامیابی,3
کالبد,کالبد,3
ابوتابدادن,آب‌وتاب دادن,3
عایلهمندی,عائله‌مندی,3
گلهمند,گله‌مند,3
گلهدار,گله‌دار,3
اتاقک,اتاقک,3
گله,گله,3
ابورز,آب‌ورز,3
کاشانه,کاشانه,3
عقبه,عقبه,3
ابله,ابله,3
عقد,عقد,3
عقرب,عقرب,3
فرانمودن,فرانمودن,3
ابگاه,آبگاه,3
علافی,علافی,3
ابگینه,آبگینه,3
کافوری,کافوری,3
انتزاعکردن,انتزاع کردن,3
ابکی,آبکی,3
انتفاضه,انتفاضه,3
انتظامی,انتظامی,3
عقیمکردن,عقیم کردن,3
علاج,علاج,3
گلریزان,گل‌ریزان,3
طباخی,طباخی,3
صف,صف,3
اعیانی,اعیانی,3
کمگذاشتن,کم گذاشتن,3
کمککار,کمک‌کار,3
کمکردن,کم کردن,3
صغیر,صغیر,3
اعلامکردن,اعلام کردن,3
صفت,صفت,3
استنکاف,استنکاف,3
شکاری,شکاری,3
کنارگذاشتن,کنار گذاشتن,3
شکافتن,شکافتن,3
کناری,کناری,3
کشکی,کشکی,3
شکسته,شکسته,3
کمیسیون,کمیسیون,3
کمینه,کمینه,3
غیرطبیعی,غیرطبیعی,3
اسم,اسم,3
اعتقادداشتن,اعتقاد داشتن,3
صدمهدیده,صدمه‌دیده,3
اسلحه,اسلحه,3
غفلت,غفلت,3
کعب,کعب,3
اعطاکردن,اعطا کردن,3
اسلام,اسلام,3
صرفشدن,صرف شدن,3
کنترلکردن,کنترل کردن,3
غرغره,غرغره,3
صناعت,صناعت,3
افراطی,افراطی,3
کشرفتن,کش رفتن,3
کشش,کشش,3
صمیمی,صمیمی,3
صنایعدستی,صنایع‌دستی,3
افریدگار,آفریدگار,3
شیعه,شیعه,3
افرینش,آفرینش,3
غربی,غربی,3
صندلی,صندلی,3
کنگره,کنگره,3
غریب,غریب,3
استعفا,استعفا,3
غریبه,غریبه,3
صفه,صفه,3
افتابپرست,آفتاب‌پرست,3
غریبی,غریبی,3
غرقکردن,غرق کردن,3
کنه,کنه,3
کنفی,کنفی,3
افتخاری,افتخاری,3
استشمامکردن,استشمام‌کردن,3
اسمانی,آسمانی,3
استخراج,استخراج,3
اشتقاق,اشتقاق,3
اشتباهی,اشتباهی,3
شکوفه,شکوفه,3
صافوصوف,صاف‌وصوف,3
شگرد,شگرد,3
اصفهان,اصفهان,3
صادق,صادق,3
صالح,صالح,3
اضافهکردن,اضافه کردن,3
شکلگرفتن,شکل گرفتن,3
کمتوان,کم‌توان,3
صبر,صبر,3
کمال,کمال,3
اشکارنمودن,آشکار نمودن,3
اشنا,آشنا,3
صاحبسخن,صاحب‌سخن,3
اشکارکردن,آشکار کردن,3
اشنایی,آشنایی,3
کلفت,کلفت,3
اشک,اشک,3
صاحبخانه,صاحب‌خانه,3
اشفته,آشفته,3
شگفتی,شگفتی,3
صاحبقدم,صاحب‌قدم,3
صاحبشدن,صاحب‌شدن,3
صحیحوسالم,صحیح‌وسالم,3
اسوده,آسوده,3
غلط,غلط,3
کفی,کفی,3
کمعمر,کم‌عمر,3
اعتدال,اعتدال,3
شکستهشدن,شکسته شدن,3
اسمی,اسمی,3
صدفی,صدفی,3
صدمه,صدمه,3
کفنودفنکردن,کفن‌ودفن‌کردن,3
اعتراض,اعتراض,3
اعتباری,اعتباری,3
شکلدادن,شکل دادن,3
کمرشد,کم‌رشد,3
کلاش,کلاش,3
صد,صد,3
اسیر,اسیر,3
کلاف,کلاف,3
شکلاتی,شکلاتی,3
اسودگی,آسودگی,3
اسیا,آسیا,3
غلظت,غلظت,3
اطلس,اطلس,3
صنعت,صنعت,3
عوضی,عوضی,3
کردن,کردن,3
عوض,عوض,3
عوضشدن,عوض شدن,3
کیسهکردن,کیسه کردن,3
ضدویروس,ضدویروس,3
شیدا,شیدا,3
فارس,فارس,3
ارگان,ارگان,3
ضربهخوردن,ضربه خوردن,3
ضربه,ضربه,3
شیبسنج,شیب‌سنج,3
ازادشدن,آزاد شدن,3
عین,عین,3
غیرواقعی,غیرواقعی,3
البرز,البرز,3
البانیایی,آلبانیایی,3
کوچهبازاری,کوچه‌بازاری,3
شیره,شیره,3
کرمان,کرمان,3
ضامن,ضامن,3
کوچککردن,کوچک کردن,3
کرمداشتن,کرم داشتن,3
فاتح,فاتح,3
کوژی,کوژی,3
کوژ,کوژ,3
عود,عود,3
کژدم,کژدم,3
ضمیمهکردن,ضمیمه کردن,3
ارزق,ارزق,3
ارزوکردن,آرزو کردن,3
کدیور,کدیور,3
ارش,ارش,3
النگودولنگ,النگ‌ودولنگ,3
عنایت,عنایت,3
فاطر,فاطر,3
گازدادن,گازدادن,3
طاغوت,طاغوت,3
الهی,الهی,3
المانی,آلمانی,3
اره,آره,3
ضعف,ضعف,3
کیوسک,کیوسک,3
الف,الف,3
ضرر,ضرر,3
کینه,کینه,3
فاسدشدن,فاسد شدن,3
ارشد,ارشد,3
ضمانت,ضمانت,3
ارم,آرم,3
ارمان,آرمان,3
صورتسازی,صورت‌سازی,3
افشاندن,افشاندن,3
کور,کور,3
کودکانه,کودکانه,3
کشاندن,کشاندن,3
استادکار,استادکار,3
استارتر,استارتر,3
افشاکردن,افشاکردن,3
کوزه,کوزه,3
اسانکردن,آسان کردن,3
کسب,کسب,3
اسب,اسب,3
اسباب,اسباب,3
اقوام,اقوام,3
کشته,کشته,3
افزونی,افزونی,3
استتار,استتار,3
غرا,غرا,3
غرب,غرب,3
کوتاهی,کوتاهی,3
استاندارد,استاندارد,3
کوتوله,کوتوله,3
استانه,آستانه,3
کشت,کشت,3
کوتاهکردن,کوتاه‌کردن,3
اس,آس,3
ازمودنی,آزمودنی,3
عکاسی,عکاسی,3
شیرینی,شیرینی,3
ازمودن,آزمودن,3
کوسه,کوسه,3
ازموده,آزموده,3
اقدام,اقدام,3
ازمون,آزمون,3
ازمایشکردن,آزمایش کردن,3
ازسرگرفتن,از سر گرفتن,3
کرونا,کرونا,3
صیاد,صیاد,3
ازمایش,آزمایش,3
کرکس,کرکس,3
ازپادراوردن,از پا درآوردن,3
اقاسی,آقاسی,3
غالب,غالب,3
کس,کس,3
کرک,کرک,3
ازمیانبردن,ازمیان بردن,3
اقتصادی,اقتصادی,3
کولون,کولون,3
اقتصاد,اقتصاد,3
ازهوشبردن,از هوش بردن,3
انگشتزدن,انگشت زدن,3
گچ,گچ,3
گیرایی,گیرایی,3
شهرداری,شهرداری,3
گیلاس,گیلاس,3
عشقی,عشقی,3
گیرافتادن,گیر افتادن,3
کاربنی,کاربنی,3
کاج,کاج,3
فرمانده,فرمانده,3
انقلابی,انقلابی,3
15 شعبان,15 شعبان,3
کاربر,کاربر,3
9 اذر,9 آذر,3
انی,آنی,3
گیسو,گیسو,3
عراقی,عراقی,3
13 ابان,13 آبان,3
15 اردیبهشت,15 اردیبهشت,3
گیرکردن,گیر کردن,3
فرع,فرع,3
19 فروردین,19 فروردین,3
گویا,گویا,3
گوهرشناس,گوهرشناس,3
عزیز,عزیز,3
عرضه,عرضه,3
10 ابان,10 آبان,3
عزا,عزا,3
انهدام,انهدام,3
فرفره,فرفره,3
عرضهداشتن,عرضه داشتن,3
29 بهمن,29 بهمن,3
گیر,گیر,3
گچی,گچی,3
25 اسفند,25 اسفند,3
عصاره,عصاره,3
10 اردیبهشت,10 اردیبهشت,3
کاربردی,کاربردی,3
1 دی,1 دی,3
